,0
T,9.406928692764298
E,0.030744219223280543
dataamount,2938083.253209056
a,9.0
gamma,258.6263361471018
T_calculate_max,1.7347166733501187
T_calculate_min,0.6876429183354323
T_transmit_max,0.001926950184839794
T_transmit_min,0.0010211039392550377
E_calculate_max,0.004626824218646608
E_calculate_min,0.001973745979768424
E_transmit_max,0.00019269501848397943
E_transmit_min,0.00010211039392550377
