,0
T,5.583996854520489
E,0.0216434411966997
dataamount,3249366.6614506794
a,10.0
gamma,261.65397905775615
T_calculate_max,1.0127977190439368
T_calculate_min,0.5084196393597109
T_transmit_max,0.0018703213136255358
T_transmit_min,0.001019083961561071
E_calculate_max,0.0037167383509755137
E_calculate_min,0.0009280165461260963
E_transmit_max,0.0001870321313625536
E_transmit_min,0.0001019083961561071
