,0
T,19.155074995831637
E,0.38789395649027403
dataamount,4171481.62895127
a,8.0
gamma,246.17597046872226
T_calculate_max,19.00985823349371
T_calculate_min,8.13759044954264
T_transmit_max,0.09271168724610904
T_transmit_min,0.022438565065507197
E_calculate_max,0.061286289438397
E_calculate_min,0.023052009480324574
E_transmit_max,0.009271168724610904
E_transmit_min,0.00224385650655072
