,0
T,2.758870957837471
E,0.03729080249372997
dataamount,1300556.6194159705
a,10.0
gamma,133.6714407864475
T_calculate_max,1.180980743169224
T_calculate_min,0.5749287201764727
T_transmit_max,0.02471975639901485
T_transmit_min,0.0064975323494389035
E_calculate_max,0.003798890162469494
E_calculate_min,0.0011096825010039305
E_transmit_max,0.0024719756399014855
E_transmit_min,0.0006497532349438904
