,0
T,5.589917213465348
E,0.02245930900459332
dataamount,3493049.978951623
a,10.0
gamma,213.76304733488507
T_calculate_max,1.1532793891298414
T_calculate_min,0.3780121889772498
T_transmit_max,0.001853922772986821
T_transmit_min,0.0009143166345183969
E_calculate_max,0.0035801952224824305
E_calculate_min,0.0013303306940324095
E_transmit_max,0.0001853922772986821
E_transmit_min,9.143166345183969e-05
