,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
losses_train,2.346795,2.3387249,2.3295698,2.3212721,2.3140914,2.307196,2.298896,2.2929716,2.2843413,2.279482,2.2723827,2.2657216,2.259351,2.2550867,2.2482276,2.2414453,2.2374473,2.2320814,2.2250566,2.2206998,2.2147267,2.2105412,2.205387,2.2000961,2.1953146,2.1912847,2.1870422,2.1802688,2.176913,2.1708274,2.1659799,2.1617904,2.1586564,2.152857,2.1481774,2.1432726,2.139466,2.1338885,2.1286778,2.1239464,2.119643,2.1159935,2.1121824,2.1079395,2.1030703,2.0982027,2.0942492,2.0885892,2.084098,2.0804787,2.0783422,2.072367,2.0694091,2.062285,2.0599334,2.054689,2.0506952,2.0464473,2.043437,2.0382662,2.0326912,2.0287817,2.0249815,2.0198715,2.0165832,2.011026,2.0073445,2.0026782,1.9985778,1.9927864,1.9907568,1.9877286,1.9820577,1.9785861,1.9732468,1.9691627,1.9646113,1.960872,1.9569734,1.9522785,1.9496945,1.9454381,1.9377435,1.9354434,1.9313834,1.9278282,1.9220932,1.9184324,1.9161868,1.9117205,1.9068857,1.9033287,1.8996822,1.8947599,1.8884434,1.8847228,1.880288,1.8792088,1.8723754,1.8680799,1.8665618,1.8600926,1.8580992,1.8527614,1.8480818,1.8459709,1.8390466,1.838309,1.8328023,1.8255699,1.8248035,1.8195297,1.8165915,1.813111,1.8060758,1.8029525,1.8015133,1.7966089,1.7934358,1.7872353,1.7879606,1.7818974,1.7757239,1.7733269,1.7683122,1.7650598,1.7621802,1.7588215,1.7541171,1.74933,1.7463133,1.7434832,1.7359633,1.7348176,1.7313721,1.7282051,1.7243804,1.7193985,1.7170001,1.7114364,1.7092582,1.7060888,1.6996559,1.6976734,1.6927395,1.6896423,1.685647,1.6807092,1.6744846,1.6761526,1.6711814,1.6672225,1.6647497,1.6598675,1.6562676,1.6545357,1.6460986,1.6463666,1.6414782,1.6409885,1.6333642,1.6347247,1.6292223,1.6241484,1.6215171,1.6176788,1.6141669,1.6090817,1.6063911,1.6036365,1.6004738,1.5965078,1.5945547,1.5901195,1.5860234,1.5807735,1.5793043,1.5774165,1.5720038,1.5709455,1.5673507,1.5624,1.5586846,1.5558708,1.5506787,1.5467794,1.5453461,1.5410298,1.5404485,1.5360861,1.5306362,1.5319623,1.5266248,1.5200475,1.5213063,1.5167401,1.5105361,1.5097891,1.5050313,1.505465
accuracies_train,0.10849681,0.1145207,0.12255627,0.12785774,0.13454849,0.14083357,0.14551264,0.15217005,0.16048902,0.16919143,0.18222284,0.1948708,0.21124756,0.22826897,0.25285357,0.28235066,0.30504584,0.3250514,0.34002778,0.35170326,0.36409003,0.37113088,0.376838,0.3811114,0.3820728,0.3837566,0.38607392,0.38938594,0.3894193,0.38912475,0.39213115,0.3961656,0.40048346,0.40380663,0.40647402,0.40914142,0.41315365,0.41683802,0.41683802,0.4201834,0.42350653,0.42816338,0.43151987,0.43548763,0.43781605,0.44153377,0.44717422,0.45252013,0.45518756,0.45985553,0.46584606,0.4718255,0.47850513,0.47946653,0.48280078,0.4898083,0.4938094,0.49848846,0.5031564,0.50715756,0.5088191,0.51115865,0.51582664,0.519172,0.5214893,0.52351207,0.5258294,0.5291526,0.53149205,0.53449845,0.53651017,0.53919977,0.54555154,0.5482078,0.5512476,0.55459297,0.5562545,0.55989444,0.5625618,0.5635788,0.5672631,0.57127535,0.5739094,0.5758989,0.57692695,0.5789497,0.5806224,0.582284,0.5839789,0.5866241,0.58996946,0.59229785,0.5949319,0.5979383,0.60063905,0.60363436,0.60497916,0.6063129,0.6076577,0.6093415,0.61197555,0.61364824,0.6156599,0.6176827,0.6190275,0.6203501,0.6213337,0.62233955,0.6256849,0.6283412,0.62933594,0.6316977,0.6336982,0.6353709,0.6373604,0.6380161,0.6389997,0.6393276,0.6416783,0.6436788,0.64566827,0.64764655,0.64898026,0.65133095,0.6526646,0.6553098,0.6563156,0.6576716,0.6586663,0.6613226,0.6623284,0.66332316,0.6640011,0.6656738,0.66634065,0.6673354,0.6676632,0.6686469,0.6693248,0.6706585,0.6733148,0.6746596,0.67598224,0.6763212,0.6793054,0.6803112,0.6806391,0.6816449,0.6823118,0.68363434,0.6856127,0.6856127,0.6866185,0.6886191,0.6889469,0.6896249,0.69030285,0.69163656,0.6919533,0.69393164,0.6945874,0.69624895,0.69657683,0.6978883,0.6978883,0.69787717,0.6988719,0.69986665,0.69986665,0.70052236,0.7022173,0.7022173,0.70255625,0.7032231,0.7032231,0.70520145,0.7058683,0.70585716,0.7071909,0.7081967,0.7078689,0.70988053,0.7108641,0.7112031,0.7112031,0.711531,0.71154207,0.71354264,0.71452624,0.715182,0.7168547,0.7181884,0.7195221,0.7208558,0.7215338,0.7231731,0.72415674,0.72482353,0.7254904,0.72648513
accuracies_test,0.1212,0.1289,0.1364,0.1432,0.1509,0.1573,0.1638,0.1718,0.1813,0.1919,0.2043,0.2206,0.2393,0.2578,0.2783,0.299,0.3174,0.3297,0.3423,0.3543,0.3617,0.3711,0.3756,0.3811,0.3825,0.3851,0.3874,0.3876,0.3894,0.3921,0.3936,0.3957,0.4003,0.4043,0.4079,0.4124,0.418,0.4208,0.4247,0.4271,0.4332,0.4381,0.443,0.4455,0.4493,0.454,0.4605,0.4644,0.469,0.4728,0.4779,0.4817,0.4861,0.4905,0.4962,0.5006,0.5042,0.5091,0.5137,0.519,0.5234,0.5261,0.5292,0.5332,0.5365,0.5392,0.5428,0.5459,0.5496,0.552,0.5551,0.559,0.5619,0.565,0.5679,0.5719,0.575,0.5783,0.5813,0.5848,0.5887,0.5918,0.5936,0.5961,0.5979,0.6001,0.6018,0.6047,0.6063,0.6084,0.6107,0.612,0.6146,0.6161,0.6184,0.6199,0.6217,0.6231,0.6262,0.6276,0.6289,0.6304,0.6317,0.6334,0.6354,0.6365,0.6373,0.6384,0.6404,0.6416,0.6427,0.6439,0.6456,0.6474,0.6485,0.6495,0.6506,0.6522,0.6531,0.6542,0.6553,0.6564,0.6581,0.6593,0.6605,0.6616,0.6632,0.6651,0.6664,0.6678,0.669,0.6711,0.6716,0.6733,0.6739,0.6752,0.6766,0.6772,0.6783,0.6796,0.6806,0.6816,0.6823,0.6837,0.6851,0.6865,0.6876,0.6883,0.6892,0.6901,0.6914,0.6919,0.6931,0.694,0.6952,0.6964,0.6973,0.6982,0.6992,0.7001,0.7015,0.7026,0.7035,0.7042,0.7045,0.7053,0.7062,0.7069,0.7077,0.7082,0.7092,0.7105,0.7108,0.7115,0.7121,0.7127,0.7133,0.7146,0.7151,0.7155,0.716,0.7164,0.7172,0.7177,0.718,0.7184,0.7193,0.7196,0.7204,0.721,0.7221,0.7228,0.7229,0.723,0.7235,0.7244,0.7255,0.7258,0.7267,0.7273
