,0
T,10.139367370137512
E,0.029437613428611516
dataamount,2952260.0
a,10.0
gamma,0.0
T_calculate_max,1.2753979224513845
T_calculate_min,0.7520508102099079
T_transmit_max,0.0020629721738374134
T_transmit_min,0.0006525968299281144
E_calculate_max,0.004539120174700002
E_calculate_min,0.0017442474937046752
E_transmit_max,0.00020629721738374136
E_transmit_min,6.525968299281144e-05
